Instrument,Company Common Name,Date,ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,ESG Score Grade,ESG Combined Score Grade,Environmental Pillar Score Grade,Social Pillar Score Grade,Governance Pillar Score Grade,Price Close,Earnings Per Share - Mean,P/E (Daily Time Series Ratio),Debt - Long-Term - Total,Company Market Cap,TRBC Economic Sector Name
PHNX.L,,2020-12-31 00:00:00+00:00,62.079388494663,75.872930990578,59.4672757069633,65.6210119481901,B,B,A-,B,B,481.0,0.4711022,,4.089,4.82496794078,
PHNX.L,,2019-12-31 00:00:00+00:00,59.7063692318928,76.2390284747017,59.5350875167117,59.3475544979391,B,C,A-,B,B,479.4,0.4711022,,2.07,4.808918151372,
PHNX.L,,2018-12-31 00:00:00+00:00,49.4162970640201,62.9107794153822,59.3533693982502,41.0253460531238,C+,C+,B,B,C,489.6,0.4711022,,2.081,4.911235558848,
PHNX.L,,2017-12-31 00:00:00+00:00,59.381918489452,33.1288925012987,66.8595075844906,65.653204663357,B,B,C-,B+,B,491.0,0.4711022,,1.727,4.92527912458,
PHNX.L,,2016-12-31 00:00:00+00:00,51.9877816219704,38.2176180817154,59.9118967187304,54.1310647458188,B-,C-,C,B,B-,508.5,0.4711022,,2.005,5.10082369623,
PHNX.L,,2015-12-31 00:00:00+00:00,50.4525307951832,33.6469913100508,63.670845989145,47.2411966984411,B-,B-,C,B,C+,517.0,0.4711022,,1.966,5.18608820246,
PHNX.L,,2014-12-31 00:00:00+00:00,44.8622998161838,30.8953741190583,57.9034051664594,40.6191082802548,C+,C+,C-,B-,C,510.5,0.4711022,,1.609,5.12088593299,
SSE.L,SSE PLC,2023-03-31 00:00:00+00:00,72.8629273493119,75.0366243670817,84.5780836646132,53.9379392092117,B+,B-,A-,A,B-,1587.5,1.6333714,9.03513315082839,8.0057,17.5195877289138,Utilities
SSE.L,,2022-03-31 00:00:00+00:00,78.9739517786959,89.1319825625965,86.0028537974886,52.5677268216344,A-,A-,A,A,B-,1582.5,1.6333714,9.00667603854231,7.2393,17.427075899767,
SSE.L,,2021-03-31 00:00:00+00:00,82.1040786188248,89.8891517476556,89.8467111624346,58.8040319931196,A-,A-,A,A,B,1544.0,1.6333714,8.78755627393955,7.8739,17.0172771161137,
SSE.L,,2020-03-31 00:00:00+00:00,74.0592017591738,76.8649831590584,73.1101184676663,70.5231816583297,B+,B,A-,B+,B+,1546.0,1.6333714,8.79893911885398,8.473,17.06575511269,
SSE.L,,2019-03-31 00:00:00+00:00,60.7298438264967,63.0994233796293,67.7603131469938,47.5619484695251,B,C+,B,B+,C+,1541.0,1.6333714,8.7704820065679,8.2055,17.144305738136,
SSE.L,,2018-03-31 00:00:00+00:00,62.1724213077935,67.2530864197531,60.8547090917518,55.2483164983165,B,B,B+,B,B-,1571.0,1.63528,8.94122468028435,8.6702,17.33600902059,
SSE.L,,2017-03-31 00:00:00+00:00,60.0326658433477,55.1194920427306,66.2438525508604,60.3105185846303,B,B-,B-,B,B,1572.0,1.6349533,8.94691610274156,8.0158,17.34704403588,
SSE.L,,2016-03-31 00:00:00+00:00,65.6398755841958,59.1286533479227,60.2273479748372,83.7452392780262,B,B,B,B,A,1612.5,1.6349533,9.17741871225876,7.94,17.793962155125,
SSE.L,,2015-03-31 00:00:00+00:00,64.4074285363727,64.0670990046387,62.0789052140676,68.013069059317,B,B-,B,B,B+,1616.0,1.6349533,9.19733869085901,6.2455,17.83258470864,
SSE.L,,2014-03-31 00:00:00+00:00,60.9687367190654,55.107006217121,49.5420748135926,85.7883390494856,B,C,B-,C+,A,1627.0,1.6349533,9.25994433788837,5.3679,17.95396987683,
GAW.L,Games Workshop Group PLC,2022-05-29 00:00:00+00:00,35.2334018638197,13.7103197178291,27.342160851197,54.0414153848111,C,C,D,C-,B-,13170.0,4.9774,24.846056325274,0.0372,4.34261507876061,Consumer Cyclicals
GAW.L,,2021-05-30 00:00:00+00:00,34.8217530022592,8.67424242424242,26.2938283747234,56.2061359489566,C,C,D,C-,B-,12800.0,4.9774,24.1480274080111,0.04,4.21159097652299,
GAW.L,,2020-05-31 00:00:00+00:00,36.9357727941371,9.79196556671449,29.0084977591526,57.854565909254,C,C,D,C-,B-,12440.0,4.9774,27.1634106238632,0.0397,4.1015568216,
GAW.L,,2019-06-02 00:00:00+00:00,38.5713195287716,12.5073313782991,31.0315028844318,58.5581948752815,C,C,D,C-,B,13230.0,4.92115,28.888418211713,0.0384,4.3620254622,
GAW.L,,2018-06-03 00:00:00+00:00,20.8199221205757,0.619834710743802,24.2253302848625,23.5158062102507,D+,D+,D-,D+,D+,13450.0,4.92115,29.3688000716206,0.0238,4.434561033,
GAW.L,,2017-06-30 00:00:00+00:00,,,,,,,,,,13400.0,4.92115,29.259622376187,,4.418075676,
GAW.L,,2016-06-30 00:00:00+00:00,,,,,,,,,,13180.0,4.92115,28.7792405162795,,4.3455401052,
GAW.L,,2015-06-30 00:00:00+00:00,,,,,,,,,,13190.0,4.8974,28.8010760553662,,4.3488371766,
GAW.L,,2014-06-30 00:00:00+00:00,,,,,,,,,,13310.0,4.8974,29.0631025244067,,4.3884020334,
WTB.L,Whitbread PLC,2023-03-02 00:00:00+00:00,74.4494660676059,85.4649208815875,81.1350112146354,54.507239014478,B+,B+,A,A-,B-,2901.0,2.0191622,22.3093782443189,4.9377,5.11843008470729,Consumer Cyclicals
WTB.L,,2022-03-03 00:00:00+00:00,78.6071557760891,80.0777089800053,82.2859160712819,71.7655174497754,A-,A-,A-,A-,B+,2972.0,2.03504,22.85538508863,4.8077,5.23249121081216,
WTB.L,,2021-02-25 00:00:00+00:00,80.3671123979807,70.7148641167381,81.985366828752,86.6267542049421,A-,A-,B+,A-,A,2844.0,2.03504,21.8710347214212,4.5644,5.01130996048879,
WTB.L,,2020-02-27 00:00:00+00:00,77.783394350589,74.0602542841349,85.3733729757491,69.7492524726577,A-,A-,B+,A,B+,2865.0,2.03504,22.0325297035414,4.11,5.05614528403686,
WTB.L,,2019-02-28 00:00:00+00:00,78.8352641268392,81.0692043536464,87.9634223219562,63.1324806300373,A-,A-,A-,A,B,2862.0,2.03504,22.0094589918099,3.2822,5.0905627133097,
WTB.L,,2018-03-01 00:00:00+00:00,81.6117807427171,79.2845009683005,87.9383244211301,74.2165170220726,A-,A-,A-,A,B+,2900.0,2.0354289,22.301688007075,3.2229,5.14032440647297,
WTB.L,,2017-03-02 00:00:00+00:00,84.5283856397597,86.1333520625556,89.8060373361578,75.1674383146464,A,A,A,A,A-,2905.0,2.0354289,22.3401391932941,0.8145,5.17107434357844,
WTB.L,,2016-03-03 00:00:00+00:00,82.8377311332952,90.2864402864403,85.7508417508418,71.764226969145,A-,A-,A,A,B+,2937.0,2.0354289,22.5862267850963,0.7956,5.18150336121,
WTB.L,,2015-02-26 00:00:00+00:00,77.3230478647294,87.9645413816744,85.5062338472059,55.4709247257644,A-,A-,A,A,B-,2962.0,2.0354289,22.7784827161918,0.8729,5.22560876946,
WTB.L,,2014-02-27 00:00:00+00:00,72.0041939367368,85.6551773531375,79.3159915481344,48.75061244488,B+,B+,A,A-,C+,2931.0,2.0354289,22.5400853616334,0.5122,5.17091806323,
ICGIN.L,Intermediate Capital Group PLC,2024-03-31 00:00:00+00:00,61.3150904052979,65.7572645219704,73.0276742615761,55.1462259129139,B,B,B,B+,B-,2072.0,1.33751,15.2557098470011,1.2663,6.02248907780401,Financials
ICGIN.L,,2023-03-31 00:00:00+00:00,58.9546304430882,64.8376821646838,73.2615762038388,50.2926932520532,B,B,B,B+,B-,2056.0,1.33751,15.1379051377579,4.5742,5.96320907200882,
ICGIN.L,,2022-03-31 00:00:00+00:00,63.2995498642286,69.2410649994175,78.8880694326081,53.6865354275608,B,B,B+,A-,B-,2010.0,1.33751,14.7992165986835,4.3664,5.83465194796693,
ICGIN.L,,2021-03-31 00:00:00+00:00,60.2081570508485,68.5684708391302,62.5809825947075,61.0068179716591,B,B,B+,B,B,2072.0,1.3385967,15.2557098470011,3.8852,6.02395740968992,
ICGIN.L,,2020-03-31 00:00:00+00:00,39.5629832066506,58.7817798073345,40.6833063386868,38.9959338711681,C,C,B,C,C,2026.0,1.3389167,14.9170213079268,3.3293,5.93653219054285,
ICGIN.L,,2019-03-31 00:00:00+00:00,30.2264184772757,50.9961805198662,34.7992894480207,26.3550191929064,C-,C-,B-,C,C-,2078.0,1.3389167,15.2998866129674,4.6325,6.06785643587476,
ICGIN.L,,2018-03-31 00:00:00+00:00,35.4239697251015,60.345628523804,31.8268205333151,38.0689300411523,C,C,B,C-,C,2050.0,1.35689,15.0937283717917,4.1496,6.01153983519255,
ICGIN.L,,2017-03-31 00:00:00+00:00,41.5548733805911,47.3405593286227,35.357867524831,53.0732972611145,C,C,C+,C,B-,2108.0,1.3629993,15.5207704427985,4.3049,6.14822772651955,
ICGIN.L,,2016-03-31 00:00:00+00:00,41.6720285933038,52.2191654076339,37.3940437686395,50.8882541259591,C+,C+,B-,C,B-,2132.0,1.366485,15.6974775066633,2.6742,6.14833215242203,
ICGIN.L,,2015-03-31 00:00:00+00:00,29.1973514407629,51.7274657402046,38.1463580854354,23.7843581883419,C-,C-,B-,C,D+,2054.0,1.366485,15.1231795491025,2.0388,5.96965867472,
DGE.L,Diageo PLC,2023-06-30 00:00:00+00:00,73.4095163866745,75.6885070947571,81.1522901615082,56.4366268732538,B+,C+,A-,A-,B-,2378.0,1.68599,16.8482356421466,19.125,52.9187718558072,Consumer Non-Cyclicals
DGE.L,,2022-06-30 00:00:00+00:00,75.2513542736992,77.7610984189932,94.4902737671423,36.8614260086263,A-,A-,A-,A+,C,2360.5,1.70603,16.7242473647128,19.683,52.4170489520683,
DGE.L,,2021-06-30 00:00:00+00:00,83.7514737837106,86.432827542692,94.1693989710922,61.3764424005816,A,A,A,A+,B,2337.0,1.70255,16.523770516873,18.1260348689978,51.9384811820329,
DGE.L,,2020-06-30 00:00:00+00:00,88.2873710479202,87.045298768696,94.1235411440165,79.0457894396126,A,C+,A,A+,A-,2391.5,1.70342,16.8884838755592,18.177041564116,53.214634366255,
DGE.L,,2019-06-30 00:00:00+00:00,88.8075347489616,88.9693907765193,92.035488069621,82.6774600206802,A,A,A,A+,A-,2446.5,1.70342,17.2825801229351,18.7893666617071,54.438470824605,
DGE.L,,2018-06-30 00:00:00+00:00,91.7389104867303,91.1576674240485,90.9513272991423,93.8846801346801,A+,A+,A,A,A+,2555.0,1.70564,18.1969494376713,13.5573212835093,56.85276638335,
DGE.L,,2017-06-30 00:00:00+00:00,84.9461771404652,72.7905102326885,92.150450454531,86.2851192800431,A,A-,B+,A+,A,2526.0,1.70742,18.075142203997,10.8271590263745,56.20747079622,
DGE.L,,2016-06-30 00:00:00+00:00,79.2140825179476,82.675107079869,80.1561456511369,73.3285036153889,A-,A-,A-,A-,B+,2506.5,1.71185,18.0966794050484,8.77889938130902,55.773565142805,
DGE.L,,2015-06-30 00:00:00+00:00,83.8073340535137,85.5536659108088,82.0985469716587,84.8540054030599,A,B,A,A-,A,2503.5,1.7212,18.1388210788144,11.0227000558853,55.706810426895,
DGE.L,,2014-06-30 00:00:00+00:00,84.5337986079146,83.5970539466772,79.2011784050792,95.4639882410583,A,A,A,A-,A+,2448.5,1.72412,17.60283546373,12.7854383264755,54.482973968545,
BNZL.L,Bunzl plc,2023-12-31 00:00:00+00:00,45.5622353749037,28.2467532467532,49.3225623582767,56.4588942511218,C+,C+,C-,C+,B-,3392.0,1.9416513,23.4322110004283,1.9295,11.218845158777,Industrials
BNZL.L,,2022-12-31 00:00:00+00:00,48.0819732667565,27.8797289666855,54.1193568336426,56.5820339834854,C+,C+,C-,B-,B-,3332.0,1.9416513,23.0177261360339,1.998,11.0194544544,
BNZL.L,,2021-12-31 00:00:00+00:00,47.1671948375217,25.3710575139147,53.0104617604618,59.3296826474389,C+,C+,C-,B-,B,3308.0,1.9416513,22.8519321902762,1.7933,10.9404652038,
BNZL.L,,2020-12-31 00:00:00+00:00,46.8132982699246,20.5722639933166,52.0767195767196,63.9361404319125,C+,C+,D+,B-,B,3310.0,1.941545,22.8657483524227,1.9836,10.9491416849,
BNZL.L,,2019-12-31 00:00:00+00:00,41.6963770733297,18.0505952380952,46.875,56.5157013555433,C+,C+,D+,C+,B-,3282.0,1.9431656,22.672322082372,1.6724,10.85771398044,
BNZL.L,,2018-12-31 00:00:00+00:00,40.3523689273689,23.3673469387755,44.9350649350649,49.7892817059484,C,C,D+,C+,C+,3302.0,1.9431656,22.8104837038367,1.4563,10.92566162844,
BNZL.L,,2017-12-31 00:00:00+00:00,40.6796396496904,26.3736263736264,35.0,61.9834142169168,C,C,C-,C,B,3258.0,1.9466813,22.5065281366142,1.4992,10.78115225148,
BNZL.L,,2016-12-31 00:00:00+00:00,33.7131517162255,22.7040816326531,36.4583333333334,40.1450295302754,C,C,D+,C,C,3258.0,1.9466813,22.5065281366142,1.2836,10.78300077552,
BNZL.L,,2015-12-31 00:00:00+00:00,44.7487580645816,21.1309523809524,41.9140383426098,70.7606509800628,C+,C+,D+,C+,B+,3252.0,1.9466813,22.4650796501748,1.0588,10.7648686104,
BNZL.L,,2014-12-31 00:00:00+00:00,52.7676157176157,27.4621212121212,57.6221397649969,69.5897435897436,B-,B-,C-,B-,B+,3266.0,1.9466813,22.5617927852001,0.9133,10.8128448332,
HWDN.L,Howden Joinery Group PLC,2023-12-30 00:00:00+00:00,41.3086764010374,51.0160379257409,22.942046005182,57.0390314113962,C,C,B-,D+,B-,775.0,0.4606346,16.6921536108898,0.5992,4.26090730955903,Consumer Cyclicals
HWDN.L,,2022-12-24 00:00:00+00:00,46.3329050042899,56.9792135240303,27.1814181900159,62.4966999376567,C+,C+,B-,C-,B,774.5,0.4606346,16.6813844795279,0.57,4.24905607177667,
HWDN.L,,2021-12-25 00:00:00+00:00,41.9185566625242,57.7783490482834,26.6386148832957,44.5222871517057,C+,C+,B-,C-,C+,736.0,0.4606346,15.8521613646643,0.5337,4.0412044784503,
HWDN.L,,2020-12-26 00:00:00+00:00,51.8620233398863,64.23052577881,41.2505141455041,52.4076679071509,B-,B-,B,C,B-,743.0,0.4606346,16.0029292037304,0.5105,4.08596902196523,
HWDN.L,,2019-12-28 00:00:00+00:00,52.2515480567138,61.9059842435691,40.4002811512403,58.2677658323773,B-,B-,B,C,B-,755.5,0.4606346,16.272157487777,,4.153341523895,
HWDN.L,,2018-12-29 00:00:00+00:00,45.038890438333,56.1464232105772,34.5261121856866,47.0691170968949,C+,C+,B-,C,C+,759.0,0.4606346,16.3475414073101,,4.17258268251,
HWDN.L,,2017-12-30 00:00:00+00:00,49.4043132607684,58.0211373326127,31.0682545100567,66.9289340101523,C+,C+,B-,C-,B+,756.0,0.4606346,16.2829266191389,,4.19341435982351,
HWDN.L,,2016-12-24 00:00:00+00:00,38.5216907962211,57.7153497649449,21.0721340765252,40.9075729977369,C,C,B-,D+,C,774.0,0.4606346,16.670615348166,,4.27006428781238,
HWDN.L,,2015-12-26 00:00:00+00:00,38.7907208981251,50.3957749403094,31.3747954173486,35.322433896502,C,C,B-,C-,C,788.0,0.4606346,16.9721510262982,0.0,4.2984358814909,
HWDN.L,,2014-12-27 00:00:00+00:00,26.4898834762282,30.8054348752023,20.7668439716312,29.8457618814307,C-,C-,C-,D+,C-,783.0,0.4606346,16.8644597126796,0.0001,4.30452205587,
SPX.L,Spirax Group PLC,2023-12-31 00:00:00+00:00,52.4050295607049,50.6660527521174,48.6206011130018,59.2305477944289,B-,B-,B-,C+,B,6925.0,2.8833972,26.6508108773793,0.9581,5.09808127178298,Industrials
SPX.L,,2022-12-31 00:00:00+00:00,52.3848850834047,51.6974000834179,51.7900397386849,53.9397575607212,B-,B-,B-,B-,B-,6645.0,2.8833972,25.5732329646478,0.7824,4.88149240472739,
SPX.L,,2021-12-31 00:00:00+00:00,52.3481556170428,47.1412909209919,50.1675895435962,61.4553576597119,B-,B-,C+,B-,B,6435.0,2.8833972,24.7650495300991,0.3388,4.73694474825,
SPX.L,,2020-12-31 00:00:00+00:00,54.1560780511254,46.0138477341642,53.8697368910361,64.3021795080404,B-,B-,C+,B-,B,6455.0,2.8833972,24.8420193810085,0.476,4.75166718725,
SPX.L,,2019-12-31 00:00:00+00:00,45.7805302237061,39.0675990069117,48.0832734731724,50.8168954234479,C+,C+,C,C+,B-,6510.0,2.8833972,25.0536864710093,0.457,4.7921538945,
SPX.L,,2018-12-31 00:00:00+00:00,46.2941749764061,37.1714034334586,50.1195135922517,52.2260568649457,C+,C+,C,B-,B-,6705.0,2.8895694,25.804142517376,0.3653,4.93569767475,
SPX.L,,2017-12-31 00:00:00+00:00,38.6003704946289,26.3434557819882,42.6221681490183,48.0356445584872,C,C,C-,C+,C+,6615.0,2.8897124,25.4577781882837,0.4559,4.86944669925,
SPX.L,,2016-12-31 00:00:00+00:00,37.5682364569179,20.5417354209038,41.666773214323,52.6264006182039,C,C,D+,C+,B-,6805.0,2.8897124,26.1889917719229,0.0582,5.00930986975,
SPX.L,,2015-12-31 00:00:00+00:00,42.7641604698552,21.2235498883447,49.9108047757554,59.2428484110432,C+,C+,D+,C+,B,6770.0,2.8897124,26.0542945328315,0.080673,4.9835456015,
SPX.L,,2014-12-31 00:00:00+00:00,30.9674733153042,20.1976762267927,31.3460514712209,43.3948717948718,C-,C-,D+,C-,C+,6685.0,2.8897124,25.7271726664665,0.049096,4.92097523575,
ANTO.L,Antofagasta PLC,2023-12-31 00:00:00+00:00,70.8157496451795,69.4872551014824,79.1868161135262,59.000677334688,B+,B+,B+,A-,B,1738.0,0.69213,25.6112066199375,3.1773,17.1356574226689,Basic Materials
ANTO.L,,2022-12-31 00:00:00+00:00,74.0166995210382,66.1957779482273,85.380356576277,66.6029158237592,B+,C+,B,A,B,1697.0,0.70525,25.0091723202705,2.8445,16.72998811415,
ANTO.L,,2021-12-31 00:00:00+00:00,72.8931885093573,61.1870712159852,80.5264709554925,77.1618548431355,B+,B+,B,A-,A-,1689.0,0.71131,24.8401944365999,2.8355,16.65111957855,
ANTO.L,,2020-12-31 00:00:00+00:00,70.4408942268507,60.6537261188424,78.7937617815298,70.7797466892718,B+,C+,B,A-,B+,1691.0,0.71381,24.8392675199078,3.1514,16.6763299098046,
ANTO.L,,2019-12-31 00:00:00+00:00,69.5051964134726,61.7670603612985,82.5132958325162,59.2776951514894,B+,B+,B,A-,B,1697.0,0.71381,24.9356159310932,2.0329,16.8670820443617,
ANTO.L,,2018-12-31 00:00:00+00:00,65.3621791559545,63.9784509064329,82.9932544116204,38.4501496445941,B,C+,B,A-,C,1718.0,0.71756,25.4510522363485,1.8479,16.9370180201,
ANTO.L,,2017-12-31 00:00:00+00:00,60.3667436645795,63.6304220866873,54.8483136453998,64.7328982354363,B,B,B,B-,B,1664.0,0.72131,24.7671821066296,1.9551,16.4046554048,
ANTO.L,,2016-12-31 00:00:00+00:00,62.020675122511,63.5096014667567,58.955247135446,64.9104432301154,B,C,B,B,B,1633.5,0.72131,24.5315631008987,2.2834,16.103969112825,
ANTO.L,,2015-12-31 00:00:00+00:00,72.204834749536,62.5818356681846,72.3152157771498,85.8168978597724,B+,B+,B,B+,A,1642.5,0.72006,24.7537920588375,1.9962,16.192696215375,
ANTO.L,,2014-12-31 00:00:00+00:00,58.1470293227425,57.5706083114185,52.3864537589031,68.4141760574882,B-,B-,B-,B-,B+,1591.0,0.72256,23.7918164024857,2.0916,15.68498001745,
SDR.L,Schroders PLC,2022-12-31 00:00:00+00:00,62.5931167251343,86.623016036816,60.6664432353509,59.5861880860593,B,B,A,B,B,320.8,0.2811093,13.1217277486911,0.4724,5.15148800163696,Financials
SDR.L,,2021-12-31 00:00:00+00:00,66.1715837527281,87.5410727120293,61.58830085952,66.4066605471067,B,B,A,B,B,317.4,0.2811093,12.9826570680628,0.3218,5.08599479365597,
SDR.L,,2020-12-31 00:00:00+00:00,75.4893046010374,86.301417128734,66.8129328643073,82.5125404382111,A-,A-,A,B+,A-,307.8,0.2820393,12.5899869109948,0.3426,4.93627760565285,
SDR.L,,2019-12-31 00:00:00+00:00,67.8087401830409,88.2320253880152,56.7363983917086,73.7516395416366,B+,B+,A,B-,B+,307.8,0.2820536,12.5899869109948,0.7904,4.942307236158,
SDR.L,,2018-12-31 00:00:00+00:00,55.741593663884,87.8155925000889,54.5025449285371,49.9898054620277,B-,B-,A,B-,C+,303.8,0.2837936,12.4263743455497,0.7753,4.878079721718,
SDR.L,,2017-12-31 00:00:00+00:00,51.2579281220575,84.9729025176648,54.8425325679071,40.9695803350626,B-,B-,A,B-,C,317.6,0.2840579,12.9908376963351,0.3832,5.099664646536,
SDR.L,,2016-12-31 00:00:00+00:00,41.5864780031285,85.1660283663024,48.177636829504,25.8162223326158,C,C,A,C+,C-,314.8,0.284165,12.8763089005236,0.0958,5.054705386428,
SDR.L,,2015-12-31 00:00:00+00:00,44.7176438982128,86.4344077719874,49.8385632819711,30.8459428059518,C+,C+,A,C+,C-,319.8,0.28426,13.0808246073298,0.0456,5.134989779478,
SDR.L,,2014-12-31 00:00:00+00:00,41.77375587983,85.0392792271235,44.9093255245148,29.4433447656378,C+,C+,A,C+,C-,326.8,0.28426,13.3671465968586,0.0054,5.247387929748,
RKT.L,Reckitt Benckiser Group PLC,2023-12-31 00:00:00+00:00,83.4640163055142,87.4927706645763,93.5047091688058,59.9116924900516,A,B-,A,A+,B,4889.0,3.1613939,22.5345231291138,6.858,33.5393827252606,Consumer Non-Cyclicals
RKT.L,,2022-12-31 00:00:00+00:00,84.4206287450651,86.8044552346878,93.2939232887238,64.7831739761059,A,A,A,A+,B,4821.0,3.1613939,22.2210955216726,7.163,33.07005754944,
RKT.L,,2021-12-31 00:00:00+00:00,90.8920769233711,90.5336257309942,94.5563342602431,84.1255832940524,A,A,A,A+,A,4863.0,3.1613939,22.4146831615627,7.078,33.36201553935,
RKT.L,,2020-12-31 00:00:00+00:00,89.7536058631444,89.3148926237162,93.7777733431169,82.3675490026262,A,A,A,A+,A-,4892.0,3.1613939,22.5483508176773,9.794,33.5648311654,
RKT.L,,2019-12-31 00:00:00+00:00,83.9176685537761,88.0439619680375,89.7218751218751,68.5054179237666,A,C+,A,A,B+,4950.0,3.1629606,22.8156861299065,8.545,33.9666646275,
RKT.L,,2018-12-31 00:00:00+00:00,82.6356816949311,83.0472701901273,90.2291884044821,67.4589412644968,A-,A-,A-,A,B+,4923.0,3.1629872,22.6912369328343,9.95,33.78518262135,
RKT.L,,2017-12-31 00:00:00+00:00,81.0436536848936,88.7837837837838,87.8475979539102,60.0736319518045,A-,B-,A,A,B,4909.0,3.1629872,22.6267077195376,11.515,33.69303170705,
RKT.L,,2016-12-31 00:00:00+00:00,77.2614075373533,89.2715584661132,81.8714285714286,56.2873268201137,A-,A-,A,A-,B-,4845.0,3.1633928,22.3317170301812,0.804,33.258143001,
RKT.L,,2015-12-31 00:00:00+00:00,76.5287466019342,80.1655982905983,79.0272268907563,68.0337387961161,A-,A-,A-,A-,B+,4809.0,3.1633928,22.1657847674183,0.671,33.0153998622,
RKT.L,,2014-12-31 00:00:00+00:00,69.1488038783365,77.1000891000891,64.874025974026,69.5095868038543,B+,B+,A-,B,B+,4869.0,3.1633928,22.4423385386899,0.636,33.43166534925,
BKGH.L,Berkeley Group Holdings PLC,2023-04-30 00:00:00+00:00,62.0682393263219,69.0251852867914,55.8277118348811,62.3933621200576,B,B,B+,B-,B,3630.0,3.6042216,9.72038495937791,0.6623,3.66844308060765,Consumer Cyclicals
BKGH.L,,2022-04-30 00:00:00+00:00,57.5472193460122,66.9205890095764,51.3324403009879,55.0983259539168,B-,B-,B+,B-,B-,3594.0,3.6042216,9.62398444738407,0.6629,3.62429790932345,
BKGH.L,,2021-04-30 00:00:00+00:00,57.5351393141935,67.3254818716826,56.1273425635128,46.5525376251446,B-,B-,B+,B-,C+,3462.0,3.6042216,9.2705159034067,0.6638,3.4983641556,
BKGH.L,,2020-04-30 00:00:00+00:00,60.1453749966364,80.8272993603337,58.9310725784442,35.1612804456645,B,B,A-,B,C,3540.0,3.6214569,9.47938367939332,0.3017,3.578422452,
BKGH.L,,2019-04-30 00:00:00+00:00,59.1231492431675,78.6228521918774,60.003667649639,32.3940565730393,B,B,A-,B,C-,3574.0,3.6214569,9.5704286073875,0.3013,3.6140423812,
BKGH.L,,2018-04-30 00:00:00+00:00,58.1179421462549,74.9405890376219,61.9084461637653,30.3100448933782,B-,B-,B+,B,C-,3678.0,3.6214569,9.84891897536968,0.3,3.7206787764,
BKGH.L,,2017-04-30 00:00:00+00:00,53.8040700851969,70.8821852100541,55.1066358200275,29.5618341049813,B-,B-,B+,B-,C-,3736.0,3.6236667,10.0042309113597,0.3,3.7810329968,
BKGH.L,,2016-04-30 00:00:00+00:00,50.2957600131863,68.3782496181282,55.914211029606,17.9862836010377,B-,B-,B+,B-,D+,3786.0,3.6236667,10.1381205113512,0.3,3.8333393868,
BKGH.L,,2015-04-30 00:00:00+00:00,48.0790017969071,63.4356725146199,48.7750882935653,27.0247943524493,C+,C+,B,C+,C-,3838.0,3.6236667,10.2773656953422,,3.8859895844,
BKGH.L,,2014-04-30 00:00:00+00:00,49.5982988292782,52.5861089814578,55.1703394123607,36.9846153846154,C+,C+,B-,B-,C,3852.0,3.6217499,10.3148547833398,,3.9015128376,
AAF.L,Airtel Africa PLC,2023-03-31 00:00:00+00:00,46.4300183167491,28.7328785159818,44.959685376924,62.9466598933198,C+,C+,C-,C+,B,124.0,0.10071,,2.679,4.56229168879982,Technology
AAF.L,,2022-03-31 00:00:00+00:00,53.3649756484244,48.9933004626251,55.0427962872568,53.3516307874346,B-,B-,C+,B-,B-,124.1,0.10214,,2.885,4.565579775757,
AAF.L,,2021-03-31 00:00:00+00:00,51.9821071742817,38.1868163434139,54.2445864700952,58.0209688902321,B-,B-,C,B-,B-,120.2,0.10214,,2.823,4.422645545624,
AAF.L,,2020-03-31 00:00:00+00:00,45.4211011426378,22.9762708129622,50.5995260030935,52.243185647475,C+,C+,D+,B-,B-,116.1,0.10357,,2.908,4.272127725897,
AAF.L,,2019-03-31 00:00:00+00:00,,,,,,,,,,114.7,0.10357,,3.416,4.221726100799,
AAF.L,,2018-03-31 00:00:00+00:00,,,,,,,,,,115.6,0.10357,,3.474,4.256008112052,
AAF.L,,2017-03-31 00:00:00+00:00,,,,,,,,,,114.6,0.10357,,4.887,4.220108232882,
AAF.L,,2016-03-31 00:00:00+00:00,,,,,,,,,,118.2,0.10357,,6.084,4.353740877894,
AAF.L,,2015-03-31 00:00:00+00:00,,,,,,,,,,119.0,0.10357,,,4.3845524415,
AAF.L,,2014-03-31 00:00:00+00:00,,,,,,,,,,117.4,0.10357,,,4.326992937342,
BLND.L,British Land Company PLC,2024-03-31 00:00:00+00:00,71.9399807454269,90.3179054249292,58.6435030571222,62.9829837822492,B+,B+,A,B,B,358.0,0.2821844,19.6789797713281,2.323,3.57725437025519,Real Estate
BLND.L,,2023-03-31 00:00:00+00:00,73.6298781520754,90.2708773827755,59.5676442961881,67.4182541698417,B+,B+,A,B,B+,356.6,0.2821844,19.6020228671944,1.985,3.562959831662,
BLND.L,,2022-03-31 00:00:00+00:00,65.0269121648733,86.9260209875916,52.5797344293326,51.1644687456264,B,B,A,B-,B-,342.8,0.2821844,18.8434476693052,2.552,3.425077482596,
BLND.L,,2021-03-31 00:00:00+00:00,75.8966718910484,90.4218086247571,54.9023451851089,78.662019108965,A-,A-,A,B-,A-,341.6,0.2824067,18.7774846086192,2.377,3.413087713112,
BLND.L,,2020-03-31 00:00:00+00:00,73.9684565493206,90.1417341315919,71.0261857706926,57.8620980454937,B+,B+,A,B+,B-,341.0,0.2824067,18.7445030782762,3.021,3.40709282837,
