Instrument,Company Common Name,Date,ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,ESG Score Grade,ESG Combined Score Grade,Environmental Pillar Score Grade,Social Pillar Score Grade,Governance Pillar Score Grade,Price Close,Earnings Per Share - Mean,P/E (Daily Time Series Ratio),Debt - Long-Term - Total,Company Market Cap,TRBC Economic Sector Name
SMT.L,,2019-03-31 00:00:00+00:00,15.0330203903178,11.1111111111111,19.1881731355416,12.7472060510772,D,D,D,D+,D,988.2,,7.03385246135012,0.423349,12.33569941416,
SMT.L,,2018-03-31 00:00:00+00:00,15.5693485716766,10.0,22.3096804511278,11.702861952862,D,D,D,D+,D,991.2,,7.05520599037668,0.254036,12.37314841056,
SMT.L,,2017-03-31 00:00:00+00:00,15.0784964977417,12.280701754386,24.4634313055366,8.70363139398673,D,D,D,D+,D,985.2,,7.01249893232355,0.14971,12.30540617166,
SMT.L,,2016-03-31 00:00:00+00:00,20.4012242539837,14.1666666666667,24.4972897359678,18.6215984986477,D+,D+,D,D+,D+,992.8,,7.06659453919085,0.209218,12.40777816324,
SMT.L,,2015-03-31 00:00:00+00:00,22.8559997457459,12.7450980392157,25.9398496240601,22.5995576769642,D+,D+,D,C-,D+,971.4,,6.91427269880136,0.376072,12.14761155537,
FCIT.L,F&C Investment Trust PLC,2023-12-31 00:00:00+00:00,29.5045410299354,12.3054213633924,47.718657107886,19.486156972314,C-,C-,D,C+,D+,1162.0,,6.03946964932615,0.580969,5.6024814121377,Financials
FCIT.L,,2022-12-31 00:00:00+00:00,27.4930453880962,11.1111111111111,47.4437197559436,16.0281006272504,C-,C-,D,C+,D,1150.0,,5.97709991112313,0.581839,5.5441494365,
FCIT.L,,2021-12-31 00:00:00+00:00,32.1495279294779,11.7021276595745,49.6935272965021,23.2759417844908,C-,C-,D,C+,D+,1132.0,,5.88354530381859,0.439838,5.4575487618,
FCIT.L,,2020-12-31 00:00:00+00:00,32.8520687749631,0.0,51.6180794235786,25.5564857729232,C-,C-,D-,B-,C-,1130.0,,5.87315034745142,0.366616,5.4483019495,
FCIT.L,,2019-12-31 00:00:00+00:00,34.280367257739,0.0,44.9552936395041,33.2488562160937,C,C,D-,C+,C-,1126.0,,5.85236043471708,0.36117,5.42915708026,
FCIT.L,,2018-12-31 00:00:00+00:00,25.8324379178605,0.0,32.8359962406015,25.8240740740741,C-,C-,D-,C-,C-,1140.0,,5.92512512928727,0.2152,5.4970076214,
FCIT.L,,2017-12-31 00:00:00+00:00,29.01642639065,13.4615384615385,34.9897470950103,27.7137836782507,C-,C-,D,C,C-,1128.0,,5.86275539108425,0.241937,5.43931358328,
FCIT.L,,2016-12-31 00:00:00+00:00,26.0570117783418,14.1666666666667,35.0236055254415,21.8097643097643,C-,C-,D,C,D+,1126.0,,5.85236043471708,0.247573,5.43017611026,
FCIT.L,,2015-12-31 00:00:00+00:00,23.5267437812694,12.7450980392157,36.4661654135338,16.1222780569514,D+,D+,D,C,D,1130.0,,5.87315034745142,0.145143,5.4502503972,
FCIT.L,,2014-12-31 00:00:00+00:00,,,,,,,,,,1120.0,,5.82117556561556,0.087186,5.4031380928,
LMPL.L,LondonMetric Property PLC,2023-03-31 00:00:00+00:00,40.1963354143575,48.5109812237548,49.6849457293379,21.5871645076624,C,C,C+,C+,D+,180.9,0.129849,16.319350473613,2.0776,3.70534557269969,Real Estate
LMPL.L,,2022-03-31 00:00:00+00:00,51.6417847455274,61.2526924139933,53.1567519226397,39.0066732826953,B-,B-,B,B-,C,179.6,0.129849,16.2020748759585,0.9519,3.67085423215577,
LMPL.L,,2021-03-31 00:00:00+00:00,53.8783363217044,61.8902530817699,55.3805323547999,43.1207049372219,B-,B-,B,B-,C+,173.0,0.129149,15.6066756878665,1.026,3.53890481081804,
LMPL.L,,2020-03-31 00:00:00+00:00,53.8542933357422,70.5211463798625,58.3827328430528,30.157929913516,B-,B-,B+,B,C-,173.5,0.129149,15.6517816869644,0.8427,3.5546390028919,
LMPL.L,,2019-03-31 00:00:00+00:00,58.4730787406699,76.9453569027365,58.4451757212644,36.9482853864786,B,B,A-,B,C,172.8,0.129149,15.5886332882273,0.9326,3.537745550784,
LMPL.L,,2018-03-31 00:00:00+00:00,50.0384801126845,76.9704796469856,37.9386521659542,29.9782080059858,B-,B-,A-,C,C-,174.6,0.126775,15.7510148849797,0.558951,3.574597066938,
LMPL.L,,2017-03-31 00:00:00+00:00,45.7871135658315,77.8330022380366,34.6848588178445,18.824027072758,C+,C+,A-,C,D+,172.5,0.126775,15.5615696887686,0.643551,3.531603631425,
LMPL.L,,2016-03-31 00:00:00+00:00,41.370164389691,71.9830418653948,27.5814880335103,18.6011756913396,C,C,B+,C-,D+,177.6,0.1273,16.021650879567,0.466319,3.636016260528,
LMPL.L,,2015-03-31 00:00:00+00:00,20.9064442059137,27.345306122449,14.8456873480812,19.0848159086986,D+,D+,C-,D,D+,178.0,0.1270546,16.0577356788453,0.56791,3.64420548634,
LMPL.L,,2014-03-31 00:00:00+00:00,28.4294551446556,38.2675435054166,22.8763070438518,22.1654744406337,C-,C-,C,D+,D+,178.9,0.1270546,16.1389264772215,0.462255,3.662631244417,
PSHP.L,Pershing Square Holdings Ltd,2023-12-31 00:00:00+00:00,45.5184697283718,10.4938271604938,59.3603776884071,42.2957662492546,C+,C+,D,B,C+,4202.0,6.316,4.38151836266161,2.351915264,8.8422897265515,Financials
PSHP.L,,2022-12-31 00:00:00+00:00,35.0953400100911,11.1111111111111,59.2866555195057,22.0174915523753,C,C,D,B,D+,4264.0,6.316,4.43276419146467,2.332567827,8.94494191397175,
PSHP.L,,2021-12-31 00:00:00+00:00,33.6155302980102,11.7021276595745,38.9138607388036,34.0833333333334,C,C,D,C,C,4146.0,4.564,4.32173156239137,3.009416881,8.7388205036385,
PSHP.L,,2020-12-31 00:00:00+00:00,33.2924011280967,11.25,31.0830676218477,39.3333333333334,C-,C-,D,C-,C,4050.0,4.564,4.19788747611731,2.122787844,8.49876828224338,
PSHP.L,,2019-12-31 00:00:00+00:00,38.5346096021919,0.0,29.7144889250152,52.7586206896552,C,C,D-,C-,B-,4080.0,4.564,4.25767427638754,1.575248463,8.6169693533575,
PSHP.L,,2018-12-31 00:00:00+00:00,26.0607091690544,0.0,32.8359962406015,26.2666666666667,C-,C-,D-,C-,C-,4164.0,4.564,4.38151836266161,1.103458367,8.7955383354435,
PSHP.L,,2017-12-31 00:00:00+00:00,16.6866371450899,0.0,34.9897470950103,6.5,D+,D+,D-,C,D-,4116.0,4.564,4.33027253385855,1.171696086,8.65191665951925,
PSHP.L,,2016-12-31 00:00:00+00:00,25.3814886386353,0.0,35.0236055254415,23.3333333333333,C-,C-,D-,C,D+,4018.0,4.564,4.27902670505549,1.174690365,8.47343079439275,
PSHP.L,,2015-12-31 00:00:00+00:00,,,,,,,,,,4110.0,4.564,4.39860030559596,1.198057103,8.67957604283875,
PSHP.L,,2014-12-31 00:00:00+00:00,,,,,,,,,,4034.0,4.564,4.26194476212113,0.22722626,8.47560618039875,
DPLM.L,Diploma PLC,2023-09-30 00:00:00+00:00,32.4289065419422,18.9484594333329,37.6849453952357,41.761070188807,C-,C-,D+,C,C+,4296.0,1.6016108,44.6918075422627,0.539,5.76470373231423,Industrials
DPLM.L,,2022-09-30 00:00:00+00:00,37.5498877989721,17.8907583636752,32.2937191245989,68.0322642721733,C,C,D+,C-,B+,4298.0,1.6016108,44.7126137841353,0.382,5.75505908358783,
DPLM.L,,2021-09-30 00:00:00+00:00,34.6750639857396,8.55059608865468,28.5531642432254,74.1050068375182,C,C,D,C-,B+,4082.0,1.6000723,42.4655396618986,0.3965,5.4703907235876,
DPLM.L,,2020-09-30 00:00:00+00:00,32.6301901380594,6.9450140600109,25.8877229513592,72.2925250765024,C-,C-,D-,C-,B+,4104.0,1.5996262,42.6944083224968,0.2268,5.50840600893698,
DPLM.L,,2019-09-30 00:00:00+00:00,34.0746322923178,9.90083109357427,27.6680470305268,71.4829388518251,C,C,D,C-,B+,4162.0,1.5996262,43.2977893368011,0.0265,5.58441373534,
DPLM.L,,2018-09-30 00:00:00+00:00,24.7867743397037,9.93130227001194,20.5851422050154,48.1221473999252,D+,D+,D,D+,C+,4216.0,1.5996262,43.8595578673602,0.0421,5.65686888712,
DPLM.L,,2017-09-30 00:00:00+00:00,24.717730642189,8.41067374836528,13.164960563853,59.4331641285956,D+,D+,D,D,B,4198.0,1.5996262,43.6723016905072,,5.63271716986,
DPLM.L,,2016-09-30 00:00:00+00:00,18.5270649147438,6.87637241985068,14.0594118703959,38.3654854556494,D+,D+,D-,D,C,4268.0,1.5996262,44.4005201560469,,5.72664051476,
DPLM.L,,2015-09-30 00:00:00+00:00,21.5813663071732,6.78405017921147,14.6344025773918,48.4463869953295,D+,D+,D-,D,C+,4262.0,1.5996262,44.3381014304292,0.0,5.71858994234,
DPLM.L,,2014-09-30 00:00:00+00:00,17.1857247465596,5.94879518072289,12.3228861954745,37.0457618814307,D+,D+,D-,D,C,4218.0,1.5996262,43.8803641092328,0.02,5.65955241126,
SGE.L,Sage Group PLC,2023-09-30 00:00:00+00:00,52.1709123588866,45.7463320439727,66.5616834439923,41.746084158835,B-,B-,C+,B,C+,1306.5,0.4285214,41.4432989690722,1.231,13.0986612768511,Technology
SGE.L,,2022-09-30 00:00:00+00:00,52.3682514139324,46.826830380153,67.7496623332622,40.7855738768655,B-,B-,C+,B+,C,1289.0,0.4285214,40.8881839809675,1.243,12.92210322817,
SGE.L,,2021-09-30 00:00:00+00:00,46.2411621669358,46.3943800573547,55.6299209865917,38.1431119992241,C+,C+,C+,B-,C,1273.5,0.4274262,40.3965107057891,1.044,12.776188950585,
SGE.L,,2020-09-30 00:00:00+00:00,42.8833358636843,37.706075740911,49.0588387901884,39.2425785275505,C+,C+,C,C+,C,1272.5,0.4272262,40.3647898493259,0.749,12.7761605571,
SGE.L,,2019-09-30 00:00:00+00:00,51.4493343319734,36.9989069371362,49.1097333312771,57.7991189676908,B-,B-,C,C+,B-,1279.5,0.4272262,40.5868358445678,0.97,12.859326107595,
SGE.L,,2018-09-30 00:00:00+00:00,51.1025529782376,27.6351591798746,48.7295225438883,60.1862139917695,B-,B-,C-,C+,B,1298.5,0.4272262,41.1895321173672,0.643,13.06215320823,
SGE.L,,2017-09-30 00:00:00+00:00,50.0339564164089,25.9104795968741,47.2740888260985,59.647552109481,B-,B-,C-,C+,B,1307.0,0.4271262,41.4591593973037,0.913,13.14802882797,
SGE.L,,2016-09-30 00:00:00+00:00,58.3974809183079,58.2167437809499,43.8060020607042,71.0165866313407,B,B,B-,C+,B+,1300.5,0.4271262,41.2529738302934,0.914,13.083030767295,
SGE.L,,2015-09-30 00:00:00+00:00,55.8566408073995,55.3400383141762,57.2064418384917,54.8492928897039,B-,B-,B-,B-,B-,1291.0,0.4271262,40.9516256938937,0.5344,12.98784790677,
SGE.L,,2014-09-30 00:00:00+00:00,58.8989508481066,52.4318074412083,48.7163468305481,69.6074473297404,B,B,B-,C+,B+,1278.5,0.4262229,40.5551149881047,0.5714,12.86247745798,
RIO.L,Rio Tinto PLC,2023-12-31 00:00:00+00:00,69.0289994938964,68.0866968560783,86.5739863560411,41.6253492506985,B+,C,B+,A,C,4931.5,6.859,9.16799680650119,13.183,84.3800521097095,Basic Materials
RIO.L,,2022-12-31 00:00:00+00:00,70.4734774906881,71.6353136226933,89.9257174656846,36.9281190757917,B+,C+,B+,A,C,4934.0,6.8607,9.17264447800402,11.056,84.3814874464014,
RIO.L,,2021-12-31 00:00:00+00:00,75.0837641871983,78.0557302102904,91.3698319746925,44.1328906801507,A-,C+,A-,A,C+,4918.0,6.85835,9.12413715511919,12.395,84.1622765306513,
RIO.L,,2020-12-31 00:00:00+00:00,79.6933311719054,77.1041361739036,92.7565684424097,61.9953162534927,A-,C,A-,A+,B,4885.0,6.85835,9.0548396750291,13.247,83.4363764805805,
RIO.L,,2019-12-31 00:00:00+00:00,76.0396268341839,82.2318222422353,92.6722150109415,39.9051827929574,A-,A-,A-,A+,C,4818.0,6.88875,8.9306484246244,13.093,83.1108310934342,
RIO.L,,2018-12-31 00:00:00+00:00,83.0506726097273,78.6830157422805,93.6097096791903,72.0058922558923,A-,B+,A-,A+,B+,4806.0,6.88875,8.98140516482508,12.44,81.9733874986037,
RIO.L,,2017-12-31 00:00:00+00:00,85.072722892327,80.2869649537473,90.8104731646805,82.5287741023782,A,C+,A-,A,A-,4721.5,6.86475,8.94466368364736,14.624,81.3726583491858,
RIO.L,,2016-12-31 00:00:00+00:00,79.8914115895561,77.8633432487655,80.677807609364,81.5094938455594,A-,C+,A-,A-,A-,4665.5,6.85625,8.83857427005332,16.913,79.7094600303489,
RIO.L,,2015-12-31 00:00:00+00:00,80.1648398383192,79.6157248081328,78.6450746582782,83.4426309822091,A-,A-,A-,A-,A,4713.5,6.86425,8.89157857720804,20.81,79.8660587502781,
RIO.L,,2014-12-31 00:00:00+00:00,79.367093574622,81.0748703659431,77.9746707015276,79.2013065490773,A-,B,A-,A-,A-,4698.0,6.86825,8.86233927139565,22.411,80.6725648684932,
UU.L,United Utilities Group PLC,2023-03-31 00:00:00+00:00,68.428331294192,78.5444947209653,75.1951583820155,43.0730674794683,B+,C+,A-,A-,C+,990.0,0.4909293,59.7717804745517,9.3458,6.751273740229,Utilities
UU.L,,2022-03-31 00:00:00+00:00,69.3177231080194,81.0843568196509,72.5789571411691,45.3828469916154,B+,B+,A-,B+,C+,980.0,0.4909293,59.1680251162229,8.259,6.6825064964,
UU.L,,2021-03-31 00:00:00+00:00,73.5798899766858,85.852694018784,68.0125454319003,59.4278662507772,B+,B+,A,B+,B,937.6,0.491615,56.6081023969088,7.671,6.393385807168,
UU.L,,2020-03-31 00:00:00+00:00,72.5035675142684,85.366564227374,71.8440840571853,51.4315170474726,B+,B+,A,B+,B-,950.2,0.491615,57.3688341484031,7.797,6.479303747836,
UU.L,,2019-03-31 00:00:00+00:00,72.590700317327,84.8949579831933,75.3467802358931,48.3508548279721,B+,B+,A,A-,C+,956.4,0.4968293,57.7431624705669,7.5181,6.521580829752,
UU.L,,2018-03-31 00:00:00+00:00,72.434831708287,82.0652173913044,80.7170764518991,46.0784698840254,B+,B,A-,A-,C+,972.8,0.4968293,58.7333212582262,7.1156,6.633410530304,
UU.L,,2017-03-31 00:00:00+00:00,76.9171984583911,89.0325077399381,86.4925755248336,44.7775236607724,A-,A-,A,A,C+,974.2,0.4968293,58.8178470083922,7.0728,6.642956968156,
UU.L,,2016-03-31 00:00:00+00:00,65.9939852925692,80.4603124672329,66.8663594470046,40.3495335872385,B,B,A-,B+,C,1024.5,0.4968293,61.8547364607861,7.0584,6.98594684241,
UU.L,,2015-03-31 00:00:00+00:00,68.6924147241273,84.7662141779789,62.3608649415101,48.9999906682904,B+,B+,A,B,C+,1035.0,0.4968293,62.4886795870314,6.5088,7.0575451263,
UU.L,,2014-03-31 00:00:00+00:00,72.3613746163192,87.2794117647059,66.4756390562842,54.0962926669933,B+,B+,A,B,B-,1041.0,0.4968293,62.8509328020287,6.0673,7.09845843138,
FRES.L,Fresnillo PLC,2023-12-31 00:00:00+00:00,55.5458040101495,39.9497496873103,74.9558506033477,46.0892388451444,B-,C+,C,B+,C+,680.5,0.41575,24.7661611455356,0.871505,5.01499052254232,Basic Materials
FRES.L,,2022-12-31 00:00:00+00:00,57.8029351832064,43.1995919755185,79.9190971249299,42.4884617097344,B-,B-,C+,A-,C+,666.0,0.41575,24.2384472048887,0.946451,4.90771130274,
FRES.L,,2021-12-31 00:00:00+00:00,60.6278789199154,45.2374186830893,79.8874096770133,51.1233076296779,B,B,C+,A-,B-,655.0,0.41708,23.7891940882927,1.163691,4.82665300795,
FRES.L,,2020-12-31 00:00:00+00:00,60.3108830980833,47.5424962634265,80.736091461388,45.1375905212308,B,B,C+,A-,C+,644.5,0.41708,23.3792829554982,1.164367,4.749279181105,
FRES.L,,2019-12-31 00:00:00+00:00,57.8163048633725,48.3983497555174,75.4427097188215,42.4276547826456,B-,B-,C+,A-,C+,668.0,0.41708,24.2397317012959,0.809248,4.92244917452,
FRES.L,,2018-12-31 00:00:00+00:00,58.0637479634231,51.5130676608546,75.5167570941566,38.8495136550692,B-,B-,B-,A-,C,669.0,0.41708,24.4749486220708,0.800127,4.92981811041,
FRES.L,,2017-12-31 00:00:00+00:00,60.5277930543886,61.8686054775954,78.0730985945199,29.8511556125769,B,B,B,A-,C-,648.0,0.41708,23.8183333722856,0.799046,4.77507045672,
FRES.L,,2016-12-31 00:00:00+00:00,83.6607190240804,70.3663535403966,87.4583606869733,96.4920634920635,A,A,B+,A,A+,645.0,0.41708,23.9209754576518,0.798027,4.75296364905,
FRES.L,,2015-12-31 00:00:00+00:00,71.0256840324449,69.3430551210299,58.0313718050607,94.7336860670194,B+,B+,B+,B-,A+,644.0,0.41708,23.9681942479168,0.797032,4.74559471316,
FRES.L,,2014-12-31 00:00:00+00:00,65.3325295039573,59.2195782462099,52.8967368926203,94.4753086419753,B,B,B,B-,A+,649.0,0.41708,23.9670843965757,0.79616,4.78243939261,
ALWA.L,Alliance Witan PLC,2023-12-31 00:00:00+00:00,55.5238488626694,64.1572732152442,64.8082706766917,46.9370078740158,B-,B-,B,B,C+,1288.0,,6.08296062605378,0.230144,5.15491436525589,Financials
ALWA.L,,2022-12-31 00:00:00+00:00,62.2584167111852,64.096449390567,67.2777304084955,58.1820950545186,B,B,B,B+,B-,1278.0,,6.03573267088255,0.143157,5.10395811430982,
ALWA.L,,2021-12-31 00:00:00+00:00,60.2384513898957,77.887537993921,70.2149395227198,49.3371178376151,B,B,A-,B+,C+,1258.0,,5.9412767605401,0.198195,5.03441513356,
ALWA.L,,2020-12-31 00:00:00+00:00,64.2019602946556,78.2598039215686,72.2675591417568,55.4308101989149,B,B,A-,B+,B-,1258.0,,5.9412767605401,0.210312,5.03441513356,
ALWA.L,,2019-12-31 00:00:00+00:00,55.8535939276762,75.3968253968254,73.2727087990246,38.8721369991076,B-,B-,A-,B+,C,1256.0,,5.93183116950586,0.197398,5.06760023407,
ALWA.L,,2018-12-31 00:00:00+00:00,54.5279773851586,68.974358974359,72.8559680451128,37.8296857463524,B-,B-,B+,B+,C,1264.0,,5.96961353364284,0.181321,5.08225146494331,
ALWA.L,,2017-12-31 00:00:00+00:00,49.702879591451,75.3373819163293,78.092959671907,23.2479872073781,C+,C+,A-,A-,D+,1256.0,,5.93183116950586,0.12096,5.07155138012885,
ALWA.L,,2016-12-31 00:00:00+00:00,50.1423160994814,79.3181818181818,72.0842804686134,28.0944692829939,B-,B-,A-,B+,C-,1248.0,,5.89404880536888,0.1188,5.01202520090645,
ALWA.L,,2015-12-31 00:00:00+00:00,61.6046742668539,76.5795206971677,77.2877315239318,47.0216682297281,B,B,A-,A-,C+,1258.0,,5.9412767605401,0.109,4.99539786915782,
ALWA.L,,2014-12-31 00:00:00+00:00,60.6175325596054,41.6666666666667,41.8796992481203,78.2528825739017,B,B,C+,C+,A-,1256.0,,5.93183116950586,0.1,5.01023219226207,
CPG.L,Compass Group PLC,2023-09-30 00:00:00+00:00,73.877414803882,77.6909453444541,86.9208318419777,50.8801117602235,B+,B+,A-,A,B-,2673.0,1.32945,39.7889511150374,4.816,45.3761962005612,Consumer Cyclicals
CPG.L,,2022-09-30 00:00:00+00:00,71.2653029981884,70.5098038760464,84.8300201655215,51.5981764571167,B+,B+,B+,A,B-,2673.0,1.32995,39.7889511150374,3.703,45.2791997658257,
CPG.L,,2021-09-30 00:00:00+00:00,74.7738694666429,69.2204251961901,83.1953625387478,67.1397297018932,B+,B+,B+,A-,B+,2658.0,1.32995,39.4844755001619,4.45282681963261,45.0626504278338,
CPG.L,,2020-09-30 00:00:00+00:00,80.5961257360447,69.730468445228,87.7321769624601,79.6711404581568,A-,A-,B+,A,A-,2676.0,1.32995,39.7033673237105,5.14495877566417,45.4381989716965,
CPG.L,,2019-09-30 00:00:00+00:00,76.9218844663233,56.0388898589527,89.5052430983638,76.8415416648961,A-,A-,B-,A,A-,2697.0,1.32995,40.0281261331284,5.70631466101804,45.77969192763,
CPG.L,,2018-09-30 00:00:00+00:00,72.7038228782777,49.1520176893311,85.5124389891856,74.6875233819678,B+,B+,C+,A,B+,2732.0,1.32995,40.8798537280288,4.52037794733803,46.37379249028,
CPG.L,,2017-09-30 00:00:00+00:00,69.88791107813,53.4304334932782,86.8020801153331,59.3283873486919,B+,B+,B-,A,B,2663.0,1.32995,40.0350612483608,4.70439563302848,45.20256566677,
CPG.L,,2016-09-30 00:00:00+00:00,68.2385368759525,59.4899386566053,87.1222222222222,47.7867472539604,B+,B+,B,A,C+,2629.0,1.32995,39.8788590146154,5.27669493228308,44.62543940591,
CPG.L,,2015-09-30 00:00:00+00:00,70.7041631319914,62.694089698825,85.486499532386,55.7397246212492,B+,B+,B,A,B-,2643.0,1.32995,40.2327370341599,3.98982756159904,44.86307963097,
CPG.L,,2014-09-30 00:00:00+00:00,70.2178453208554,64.9196579774834,87.6959647495362,48.7690347868692,B+,B+,B,A,C+,2664.0,1.33395,40.2381213478486,4.06008440861028,45.21953996856,
BT.L,BT Group PLC,2023-03-31 00:00:00+00:00,67.542908168344,81.7615555164481,69.7601432542362,52.1951570569808,B+,C,A-,B+,B-,140.6,0.1804129,18.2313278008299,21.32,14.000512658018,Technology
BT.L,,2022-03-31 00:00:00+00:00,69.1224173703746,82.4671604960315,70.3803769436964,56.3685398297645,B+,B,A-,B+,B-,140.6,0.1802843,18.2313278008299,21.308,13.9705850764664,
BT.L,,2021-03-31 00:00:00+00:00,77.8113366429795,85.0799131353985,75.8644970255417,76.1432563426533,A-,B-,A,A-,A-,138.6,0.1802943,17.9719917012448,20.277,13.800176446518,
BT.L,,2020-03-31 00:00:00+00:00,75.7518704859352,79.3035949557689,76.7076386889276,71.1120354963949,A-,B+,A-,A-,B+,138.85,0.1802943,18.004408713693,21.196,13.8250685396755,
BT.L,,2019-03-31 00:00:00+00:00,73.7243663462518,75.0894225855902,77.6443521704199,64.8160738820663,B+,B,A-,A-,B,138.3,0.1802943,17.9330912863071,22.24,13.770305934729,
BT.L,,2018-03-31 00:00:00+00:00,68.5295992966804,78.6700227647448,74.6524341282693,48.4755892255892,B+,B,A-,B+,C+,143.45,0.1802943,18.6008817427386,14.776,14.3503553102541,
BT.L,,2017-03-31 00:00:00+00:00,72.8269242092221,80.1642417220562,76.4392825607384,59.9568620888418,B+,C,A-,A-,B,143.75,0.1802943,18.6397821576764,11.994,14.4414921828926,
BT.L,,2016-03-31 00:00:00+00:00,68.5620514890469,82.6806991241222,79.1760908913849,36.4507092785781,B+,B-,A-,A-,C,145.5,0.1802943,18.8667012448133,10.081,14.487198217665,
BT.L,,2015-03-31 00:00:00+00:00,71.8661666485096,83.7611314824515,80.7793766255736,44.8707558218203,B+,B+,A,A-,C+,147.85,0.1802943,19.1714211618257,11.025,14.7211838933455,
BT.L,,2014-03-31 00:00:00+00:00,71.0354755849125,81.1612948145292,83.8047566089745,37.6628450106157,B+,C+,A-,A,C,145.9,0.1802943,18.9185684647303,7.868,14.527025566717,
UTG.L,Unite Group PLC,2023-12-31 00:00:00+00:00,60.4191156864184,60.4873873175505,69.3046329770389,51.996951993904,B,B,B,B+,B-,830.0,0.4620727,13.5150538159673,0.8606,4.05732181722451,Real Estate
UTG.L,,2022-12-31 00:00:00+00:00,58.5836062263682,52.7702738045696,64.9943851732496,59.3468182627836,B,B,B-,B,B,822.0,0.4620727,13.3847882370182,1.3534,4.00962573971964,
UTG.L,,2021-12-31 00:00:00+00:00,62.6794115273458,50.0062507565646,68.7327075530876,71.7813933801998,B,B,B-,B+,B+,788.0,0.4610111,12.8311595264846,1.2539,3.84698247941983,
UTG.L,,2020-12-31 00:00:00+00:00,57.9940660581352,49.958649866349,68.6517988540315,57.362291379072,B-,B-,C+,B+,B-,794.0,0.4615,12.9288587106964,1.7866,3.88228789651807,
UTG.L,,2019-12-31 00:00:00+00:00,65.5156218108094,53.5247068567953,80.6197762920959,65.3238997719514,B,B,B-,A-,B,791.5,0.4615,12.8881507172749,1.6671,3.90049206920144,
UTG.L,,2018-12-31 00:00:00+00:00,65.416190911446,64.3914634009017,65.0961626397459,66.912177328844,B,B,B,B,B+,792.0,0.4615,12.8962923159592,0.5913,3.88946644600183,
UTG.L,,2017-12-31 00:00:00+00:00,76.3718230192731,64.0025469790099,84.7869580552392,82.901768282479,A-,A-,B,A,A-,795.5,0.4614556,12.9532835067494,0.5115,3.88834094867,
UTG.L,,2016-12-31 00:00:00+00:00,67.602842884291,63.4892876069347,64.7194762264159,75.1091516255451,B+,B+,B,B,A-,812.5,0.4614556,13.2300978620162,0.4735,3.97143560125,
UTG.L,,2015-12-31 00:00:00+00:00,65.4983723475106,64.9942857142857,66.2630182569725,65.3685558712784,B,B,B,B,B,819.0,0.4614556,13.3359386449123,0.4438,3.9721817960929,
UTG.L,,2014-12-31 00:00:00+00:00,54.3639024001464,52.8819444444445,65.9250540086202,45.2382165605096,B-,B-,B-,B,C+,814.0,0.4614556,13.2545226580691,0.4773,3.96596055514968,
ABF.L,Associated British Foods PLC,2023-09-16 00:00:00+00:00,65.0908985464809,85.9657771094721,59.2091333958853,52.2909152484972,B,C+,A,B,B-,1968.0,1.8860194,10.1477299095058,3.252,14.3482892333105,Consumer Non-Cyclicals
ABF.L,,2022-09-17 00:00:00+00:00,68.672213355485,91.7584640963626,62.0187226685516,54.7730908940545,B+,B+,A+,B,B-,1983.5,1.8898706,10.2276535952768,3.219,14.460057649625,
ABF.L,,2021-09-18 00:00:00+00:00,75.0653280912658,92.5559597964887,75.827443167015,54.5088677235312,A-,A-,A+,A-,B-,1955.0,1.8898706,10.0806971407946,3.416,14.2562116263,
ABF.L,,2020-09-12 00:00:00+00:00,76.9577857849912,93.2636622015641,77.2851540485572,58.4557021158217,A-,A-,A+,A-,B,1963.0,1.8898706,10.1219480753861,3.068,14.31930574789,
ABF.L,,2019-09-14 00:00:00+00:00,75.2856009002927,92.5631115634283,75.5656946685076,55.7963993824275,A-,A-,A+,A-,B-,1931.5,1.8898706,9.95952252043211,3.66,14.0958277927,
ABF.L,,2018-09-15 00:00:00+00:00,75.4848989482777,88.9317318625571,71.4846958607875,67.6048447437336,A-,A-,A,B+,B+,1966.5,1.8898706,10.1399953592699,0.361,14.35840372233,
ABF.L,,2017-09-16 00:00:00+00:00,75.7369868529354,88.4388283970729,73.1030935163528,66.3605176549339,A-,A-,A,B+,B,2001.0,1.8898706,10.3178900146956,0.359,14.619974334,
ABF.L,,2016-09-17 00:00:00+00:00,75.3112260047484,83.843734785984,70.3415729227529,74.5119225037258,A-,A-,A,B+,B+,2025.0,1.8898706,10.4416428184701,0.612,14.804264214,
ABF.L,,2015-09-12 00:00:00+00:00,70.16166785454,80.5974407536907,72.4742240227398,54.6867345081956,B+,B+,A-,B+,B-,2054.0,1.8898706,10.5911774563642,0.64,15.02555231762,
ABF.L,,2014-09-13 00:00:00+00:00,61.712642382068,83.2874289283113,70.2839135873583,23.1711252653928,B,B,A-,B+,D+,2037.0,1.8882928,10.5035192203573,0.577,14.90684805036,
PHNX.L,Phoenix Group Holdings PLC,2023-12-31 00:00:00+00:00,70.90566369277,91.0906411201179,80.3627185986057,53.9001778003556,B+,B+,A,A-,B-,500.0,0.4711022,,3.966,5.01598892493348,Financials
PHNX.L,,2022-12-31 00:00:00+00:00,76.3903105679571,92.4158034193426,83.7170447126219,63.2006231153861,A-,A-,A+,A,B,498.2,0.4711022,,3.999,4.98724775612714,
PHNX.L,,2021-12-31 00:00:00+00:00,78.2976601743048,80.1966132935501,76.5928974329458,78.9411883223159,A-,A-,A-,A-,A-,480.6,0.4711022,,4.324,4.81507391243391,
